FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
2016,6,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TRACKWRESTLING.COM,CONTRACTORS SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED,12/28/2015,135
2016,6,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TRACKWRESTLING.COM,CONTRACTORS SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED,12/28/2015,4500
2016,6,MINISTRY OF FINANCE,CYBER ISSUE DEPT,WWW.NEWEGG.COM,ELECTRONIC SALES,12/28/2015,135.49
2016,6,MINISTRY OF FINANCE,CYBER ISSUE DEPT,WWW.NEWEGG.COM,ELECTRONIC SALES,12/28/2015,189.98
2016,6,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,OFFICEMAX CT*IN#981295,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,12/29/2015,48.5
2016,6,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7148374613000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,12/29/2015,34.3
2016,6,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7148374613000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,12/29/2015,600.92
2016,6,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,USPS 09082005335430727,POSTAL SERVICES-GOVERNMENT ONLY,12/29/2015,13.48
2016,6,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,VZWRLSS*MY VZ VB P,TELECOM INCL PREPAID-RECURRING PHONE SVCS,12/30/2015,98.83
2016,6,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,AMAZON.COM,BOOK STORES,12/30/2015,19.07
2016,6,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,AMAZON.COM,BOOK STORES,12/30/2015,4.98
2016,6,MINISTRY OF FINANCE,CYBER ISSUE DEPT,WWW.NEWEGG.COM,ELECTRONIC SALES,12/31/2015,4.99
2016,6,MINISTRY OF FINANCE,CYBER ISSUE DEPT,WWW.NEWEGG.COM,ELECTRONIC SALES,12/31/2015,53.95
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SCHOOL NUTRITION ASSOC,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,01-04-2016,125.5
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SCHOOL NUTRITION ASSOC,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,01-04-2016,13
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SCHOOL NUTRITION ASSOC,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,01-04-2016,13
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,01-04-2016,235.49
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,UNITED ELECTRIC DOVER,ELECTRICAL PARTS AND EQUIPMENT,01-05-2016,133.8
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,01-05-2016,19.86
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,01-05-2016,42.41
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,01-05-2016,89.61
2016,7,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,ACME #7808,GROCERY STORES SUPERMARKETS,01-05-2016,46.76
2016,7,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,OMEGA PIZZA,EATING PLACES RESTAURANTS,01-05-2016,515.14
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,NCS*GED EXAM,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,01-05-2016,900
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DRAGON PALACE,EATING PLACES RESTAURANTS,01-06-2016,20.26
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SQ *UDUMAH TAXI GOSQ.COM,TRAVEL,01-06-2016,43.26
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,ACADEMIC THERAPY PUBLI,BOOKS PERIODICALS AND NEWSPAPERS,01-06-2016,1112.95
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,NCS*GED EXAM,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,01-06-2016,2000
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN AI 0017741862148,AIRLINE,01-07-2016,347.7
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DMI* DELL K-12/GOVT,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,01-07-2016,250.5
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HY-PARK GARAGE,AUTOMOBILE PARKING LOTS AND GARAGES,01-07-2016,8
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,MOE'S SW GRILL #117,FAST FOOD RESTAURANTS,01-07-2016,10.11
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,MOE'S SW GRILL #117,FAST FOOD RESTAURANTS,01-07-2016,9.31
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SOUTHWES 5262171547853,AIRLINE,01-07-2016,159.96
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SOUTHWES 5262171549139,AIRLINE,01-07-2016,-21.99
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SOUTHWES 5262171550875,AIRLINE,01-07-2016,137.97
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7148823458000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-07-2016,10.44
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7148823458000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-07-2016,367.21
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7148823458000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-07-2016,77.72
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7148823458000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-07-2016,20.13
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-07-2016,203.68
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AUNTIE ANNE'S PRETZLES,FAST FOOD RESTAURANTS,01-08-2016,6.78
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CHICK-FIL-A #01079,FAST FOOD RESTAURANTS,01-08-2016,6.42
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,COURTYARD BY MARRIOTT-,LODGING,01-08-2016,7.76
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DIVISION FOR THE VISUALLY,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,01-08-2016,12.11
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,MARTA ATLANTA 00000018,TRAVEL,01-08-2016,3.5
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,NEWK'S - BROOKHAVE,EATING PLACES RESTAURANTS,01-08-2016,13.66
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,RPS SALISBURY,AUTOMOBILE PARKING LOTS AND GARAGES,01-08-2016,24
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7148823458000003,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-08-2016,2.3
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,01-08-2016,19.96
2016,7,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,CLARION HOTEL-THE BELLE,LODGING,01-08-2016,581
2016,7,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,MAIN ST MARKET,MISCELLANEOUS GENERAL MERCHANDISE,01-08-2016,350
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,COURTYARD BY MARRIOTT-,LODGING,01-09-2016,375.7
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DMI* DELL K-12/GOVT,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,01-09-2016,645.43
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7148823458000004,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,0.46
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000015,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,7.88
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000016,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,14.24
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000017,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,7.88
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000018,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,4.46
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000019,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,13.29
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000020,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,13.29
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000021,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,7.88
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000022,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,13.48
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000023,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,14.24
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000024,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,12.34
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000025,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,8.35
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000026,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,19.56
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0140811363000027,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-09-2016,14.24
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,BECKERS SCHOOL SUPPLIES,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-11-2016,218.99
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,BECKERS SCHOOL SUPPLIES,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-11-2016,32.85
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CAFFE GELATO,EATING PLACES RESTAURANTS,01-11-2016,300
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,01-11-2016,68.38
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DUNKIN #335704 Q35,FAST FOOD RESTAURANTS,01-12-2016,56.11
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TGI FRIDAYS #1887,EATING PLACES RESTAURANTS,01-12-2016,291.74
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,01-12-2016,101.84
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DMI* DELL K-12/GOVT,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,1/13/2016,898.72
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,MAIN ST MARKET,MISCELLANEOUS GENERAL MERCHANDISE,1/13/2016,350
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,1/13/2016,1069.54
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,1/13/2016,210.07
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,RESTAURANT DEPOT,GROCERY STORES SUPERMARKETS,1/13/2016,44.1
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,1/13/2016,135.68
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CLARK SEEDS,LAWN AND GARDEN SUPPLY STORES,1/14/2016,4803.1
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SCHOOL NUTRITION ASSOC,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,1/14/2016,125.5
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,USGA SHOP,SPORTS APPAREL RIDING APPAREL STORES,1/14/2016,20
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CONFERENCE CENTERS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,1/15/2016,125
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CONFERENCE CENTERS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,1/15/2016,275
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLES 00103010,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,1/15/2016,9.73
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,RVRSIDE EDU *TESTING,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,1/15/2016,7.7
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,RVRSIDE EDU *TESTING,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,1/15/2016,77
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS0141522637000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/16/2016,163.21
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7149470009000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/16/2016,2.14
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7149470009000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/16/2016,12.68
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7149470009000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/16/2016,39.99
2016,7,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,CTC*CONSTANTCONTACT.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,1/16/2016,20
2016,7,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,STAPLS7149470009000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/16/2016,72.37
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AAA TAXI 0358,TRAVEL,1/18/2016,25.78
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN AI 0010269631786,AIRLINE,1/18/2016,25
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CHICKIES AND PETES AIRPOR,EATING PLACES RESTAURANTS,1/18/2016,2.43
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,EMBASSYST PHOENIX1516,EATING PLACES RESTAURANTS,1/18/2016,21.5
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,FLINN SCIENTIFIC I,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,1/18/2016,427.5
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,BLANCO BILTMORE,EATING PLACES RESTAURANTS,1/19/2016,26.39
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CTC*CONSTANTCONTACT.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,1/19/2016,1416
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DMI* DELL K-12/GOVT,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,1/19/2016,189
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,IAT INTERACTIVE,MISCELLANEOUS PUBLISHING AND PRINTING,1/19/2016,3780.15
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLES 00103010,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,1/19/2016,45.79
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WHERE PIGS FLY RESTAURANT,EATING PLACES RESTAURANTS,1/19/2016,1383
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN AI 0010269757204,AIRLINE,1/20/2016,25
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CTC*CONSTANTCONTACT.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,1/20/2016,115
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,MCDONALD'S M6001 OF PA,FAST FOOD RESTAURANTS,1/20/2016,5.7
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PEET'S COFFEE AND TEA N1,FAST FOOD RESTAURANTS,1/20/2016,12.4
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,SQ *PL CLAIMS DEPTATI,TRAVEL,1/20/2016,30
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,USPS 09176009035400373,POSTAL SERVICES-GOVERNMENT ONLY,1/20/2016,47.18
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/20/2016,305.52
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,SCIENCECOMP,DURABLE GOODS NOT ELSEWHERE CLASSIFIED,1/20/2016,13.87
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,SCIENCECOMP,DURABLE GOODS NOT ELSEWHERE CLASSIFIED,1/20/2016,30
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0141017170000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/20/2016,8.29
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,STAPLS0141017170000003,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/20/2016,17.99
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CAPRIOTTI'S SANDWI,FAST FOOD RESTAURANTS,1/21/2016,122.88
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DUNKIN #308168 Q35,FAST FOOD RESTAURANTS,1/21/2016,14.99
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,EMBASSY SUITES BLTMR,LODGING,1/21/2016,493.06
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HOME2 SUITES,LODGING,1/21/2016,12.8
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,PPA PHILADELPHIA AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,1/21/2016,33
2016,7,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,33 WEST,EATING PLACES RESTAURANTS,1/21/2016,159
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,IN *NAME BADGE PRODUCTION,MISCELLANEOUS GENERAL MERCHANDISE,1/22/2016,88
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TRACKWRESTLING.COM,CONTRACTORS SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED,1/22/2016,4475.59
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,GOTOCITRIX.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,1/23/2016,39.2
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TRACKWRESTLING.COM,CONTRACTORS SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED,1/23/2016,400.6
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,TRACKWRESTLING.COM,CONTRACTORS SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED,1/23/2016,599.4
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HCGI,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,1/25/2016,154
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,AWL*PEARSON EDUCATION,BOOKS PERIODICALS AND NEWSPAPERS,1/25/2016,125.79
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,AWL*PEARSON EDUCATION,BOOKS PERIODICALS AND NEWSPAPERS,1/25/2016,2.52
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMERICAN AI 0012362805356,AIRLINE,1/26/2016,356.2
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,BALSAMIQ,COMPUTER SOFTWARE STORES,1/26/2016,12
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CACFP.ORG,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,1/26/2016,374
2016,7,MINISTRY OF FINANCE,MOBILE BANKING,SIGNS BY TOMORROW,MISCELLANEOUS AND SPECIALTY RETAIL STORES,1/26/2016,1117
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,RUTH'S WASHINGTON,EATING PLACES RESTAURANTS,1/26/2016,23.35
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMAZON.COM,BOOK STORES,1/28/2016,51.6
2016,7,MINISTRY OF FINANCE,CLAIM DEPARTMENT,COMCAST,CABLE SATELLITE OTHER PAY TELEVISION RADIO SVCS,1/27/2016,9.5
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CACFP.ORG,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,1/27/2016,-100
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CACFP.ORG,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,1/27/2016,274
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CHINASPROUT INC,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,1/27/2016,15.98
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CHINASPROUT INC,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,1/27/2016,258.1
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CLIFFORD W. ESRES CO.,BUILDING MATERIALS LUMBER STORES,1/27/2016,1075
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,CLIFFORD W. ESRES CO.,BUILDING MATERIALS LUMBER STORES,1/27/2016,3675
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,HILTON HOTELS DEPOSIT,LODGING,1/27/2016,123.75
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,IN *NASDTEC,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,1/27/2016,1000
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7149980718000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/27/2016,117.99
2016,7,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,STAPLS7149980718000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/27/2016,31.9
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,CENTER FOR APPLIED LINGU,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,1/27/2016,32
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMAZON.COM,BOOK STORES,1/28/2016,51.95
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMAZON.COM,BOOK STORES,1/28/2016,60
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMAZON.COM,BOOK STORES,1/28/2016,11.9
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMAZON.COM,BOOK STORES,1/28/2016,5.94
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMAZON.COM,BOOK STORES,1/28/2016,5.95
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,BARNES AND NOBLE.COM-BN,BOOKS PERIODICALS AND NEWSPAPERS,1/28/2016,62.78
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,STAPLS7150139423000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/28/2016,117.51
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,1/28/2016,688.84
2016,7,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,MAIN ST MARKET,MISCELLANEOUS GENERAL MERCHANDISE,1/28/2016,448
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,NCS*GED EXAM,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,1/28/2016,1350
2016,7,MINISTRY OF FINANCE,CYBER ISSUE DEPT,WASHNGTN HILTON PKNG 2,AUTOMOBILE PARKING LOTS AND GARAGES,1/28/2016,101
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,AMAZON.COM,BOOK STORES,1/29/2016,194.8
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,BARNES AND NOBLE.COM-BN,BOOKS PERIODICALS AND NEWSPAPERS,1/29/2016,57.12
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,COL PRKNG GOV CNTR Q07,AUTOMOBILE PARKING LOTS AND GARAGES,1/29/2016,8.5
2016,7,MINISTRY OF FINANCE,DEBIT CARD DEPARTMENT,DIVISION FOR THE VISUALLY,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,1/29/2016,145.32
